Comment,processed_text,tokens
#Mendingredmi,mendingredmi,['mendingredmi']
Tholol mu,tholol mu,"['tholol', 'mu']"
"Alhamdulillah,komen kli ini udh pake hp infinix hot 11s nfc",alhamdulillahkomen kli udh pake hp infinix hot s nfc,"['alhamdulillahkomen', 'kli', 'udh', 'pake', 'hp', 'infinix', 'hot', 's', 'nfc']"
Mobile legendsnya full data nggak bang ?,mobile legendsnya full data nggak bang,"['mobile', 'legendsnya', 'full', 'data', 'nggak', 'bang']"
"Komper realme c35 sama infinix note 11 nfc bang, makasih",komper realme c infinix note nfc bang makasih,"['komper', 'realme', 'c', 'infinix', 'note', 'nfc', 'bang', 'makasih']"
Andi hot 11s nfc,andi hot s nfc,"['andi', 'hot', 's', 'nfc']"
Mau tanya itu rumor infinix note 12 pro dan infinix hot 12 5G beneran apa fans doang?,rumor infinix note pro infinix hot g beneran fans doang,"['rumor', 'infinix', 'note', 'pro', 'infinix', 'hot', 'g', 'beneran', 'fans', 'doang']"
link untuk jualan bekas gak bs di open mas broo,link jual bekas gak bs open mas broo,"['link', 'jual', 'bekas', 'gak', 'bs', 'open', 'mas', 'broo']"
Temen saya beli tu buat main epep,temen beli tu main epep,"['temen', 'beli', 'tu', 'main', 'epep']"
"Sedikit berbagi pengalaman. Sebelumnya saya bermasalah dengan ruang penyimpanan memori hp saya untuk keperluan kerja. Mulai deh saya cari hp murah aja dengan memori internal lumayan besar ini mendukung kerjaan, dan ketemu deh video ini membahas infinix. 

Alhasil saya beli infinix hot 11s nfc. Beberapa review sih bilang itu hp gaming, tapi karena saya gak suka nge-game jadi setelah aktivasi awal yang saya lakukan pertama adalah uninstall game bawaan dari hp 😂. 

Terus setelah pemakaian, ternyata hp ini speknya wow diatas yang saya butuhkan. Apalagi dengan harga segitu. 👍

Intinya recommended banget buat kalian yang cari hp murah dengan spek bagus. Makasih bung David dan tim atas review nya.",bagi alam masalah ruang simpan memori hp perlu kerja deh cari hp murah aja memori internal lumayan dukung kerja ketemu deh video bahas infinix alhasil beli infinix hot s nfc review sih bilang hp gaming gak suka ngegame aktivasi laku uninstall game bawa hp pakai hp speknya wow atas butuh harga segitu inti recommended banget cari hp murah spek bagus makasih david tim review nya,"['bagi', 'alam', 'masalah', 'ruang', 'simpan', 'memori', 'hp', 'perlu', 'kerja', 'deh', 'cari', 'hp', 'murah', 'aja', 'memori', 'internal', 'lumayan', 'dukung', 'kerja', 'ketemu', 'deh', 'video', 'bahas', 'infinix', 'alhasil', 'beli', 'infinix', 'hot', 's', 'nfc', 'review', 'sih', 'bilang', 'hp', 'gaming', 'gak', 'suka', 'ngegame', 'aktivasi', 'laku', 'uninstall', 'game', 'bawa', 'hp', 'pakai', 'hp', 'speknya', 'wow', 'atas', 'butuh', 'harga', 'segitu', 'inti', 'recommended', 'banget', 'cari', 'hp', 'murah', 'spek', 'bagus', 'makasih', 'david', 'tim', 'review', 'nya']"
Beli infinix hot 11 s harga berapa bang yang ram 6/128,beli infinix hot s harga bang ram,"['beli', 'infinix', 'hot', 's', 'harga', 'bang', 'ram']"
"@@mulyadinrispandi saya beli 2,2jutaan",mulyadinrispandi beli juta,"['mulyadinrispandi', 'beli', 'juta']"
Batrenyya awet ga? Isi sampe full b berapa lama ya?,batrenyya awet ga isi sampe full b ya,"['batrenyya', 'awet', 'ga', 'isi', 'sampe', 'full', 'b', 'ya']"
Redmi sm Samsung keren mana soal spek? info dong bang sis,redmi sm samsung keren spek info bang sis,"['redmi', 'sm', 'samsung', 'keren', 'spek', 'info', 'bang', 'sis']"
yang udah 5 bulanan make infinix hot 11s kasih tau dong pengalaman nya,udah bulan make infinix hot s kasih tau alam nya,"['udah', 'bulan', 'make', 'infinix', 'hot', 's', 'kasih', 'tau', 'alam', 'nya']"
Tdk ada masalah,tdk,['tdk']
Yg Note 11s bang,yg note s bang,"['yg', 'note', 's', 'bang']"
"Tambahan minus microphone nya parah bet, gitu aja, sisa nya hape nya ini after update terbaru 5 april, bisa extend ram up +5gb",tambah minus microphone nya parah bet gitu aja sisa nya hape nya after update baru april extend ram up gb,"['tambah', 'minus', 'microphone', 'nya', 'parah', 'bet', 'gitu', 'aja', 'sisa', 'nya', 'hape', 'nya', 'after', 'update', 'baru', 'april', 'extend', 'ram', 'up', 'gb']"
Compare sama poco m3 bagus mana om,compare poco m bagus om,"['compare', 'poco', 'm', 'bagus', 'om']"
Ya poco kalo yg versi murah ya infinix juara,ya poco kalo yg versi murah ya infinix juara,"['ya', 'poco', 'kalo', 'yg', 'versi', 'murah', 'ya', 'infinix', 'juara']"
Syngnya infinix pake mediatek..,syngnya infinix pake mediatek,"['syngnya', 'infinix', 'pake', 'mediatek']"
"Tapi performa nya bukan main
gw sampai Betah main pubg sama ml pakai grafik ultra😏",performa nya main gw betah main pubg ml pakai grafik ultra,"['performa', 'nya', 'main', 'gw', 'betah', 'main', 'pubg', 'ml', 'pakai', 'grafik', 'ultra']"
"@@ryper4you125 main PUBG, cepet panas gk bg?",ryperyou main pubg cepet panas gk bg,"['ryperyou', 'main', 'pubg', 'cepet', 'panas', 'gk', 'bg']"
"Gila lo,, ini pawangnya mediatek, ga kyak si oren kalo pake mediatek jelek,,",gila lo pawang mediatek ga kyak si oren kalo pake mediatek jelek,"['gila', 'lo', 'pawang', 'mediatek', 'ga', 'kyak', 'si', 'oren', 'kalo', 'pake', 'mediatek', 'jelek']"
Iklan sirine 🤭,iklan sirine,"['iklan', 'sirine']"
nah ini mantap,mantap,['mantap']
ga suka inpnik bikin poto nya susah untuk berubah kecantikan nya,ga suka inpnik bikin poto nya susah ubah cantik nya,"['ga', 'suka', 'inpnik', 'bikin', 'poto', 'nya', 'susah', 'ubah', 'cantik', 'nya']"
"Saya udah lama make infinix dari hot 2 sampai hot 8, menurut saya bagus blm pernah ada yg rusak atau trouble di mesin nya",udah make infinix hot hot bagus blm yg rusak trouble mesin nya,"['udah', 'make', 'infinix', 'hot', 'hot', 'bagus', 'blm', 'yg', 'rusak', 'trouble', 'mesin', 'nya']"
Baru beli Nemu Review Nih Hp kwkwkkw,beli nemu review nih hp kwkwkkw,"['beli', 'nemu', 'review', 'nih', 'hp', 'kwkwkkw']"
Infinix H11s sama Infinix N11s bagus mana?,infinix hs infinix ns bagus,"['infinix', 'hs', 'infinix', 'ns', 'bagus']"
n11s,ns,['ns']
jelas seri Note,seri note,"['seri', 'note']"
"Seri infinix terbaik
1.Seri X
2.Seri Note
3.Seri Hot",seri infinix baik seri x seri note seri hot,"['seri', 'infinix', 'baik', 'seri', 'x', 'seri', 'note', 'seri', 'hot']"
Baru beli 🗿,beli,['beli']
Ok nggak ngab?,ok nggak ngab,"['ok', 'nggak', 'ngab']"
dapet harga brp ?,dapet harga brp,"['dapet', 'harga', 'brp']"
@@REFFyou di Offline Store gw dapet 2.4 bang,reffyou offline store gw dapet bang,"['reffyou', 'offline', 'store', 'gw', 'dapet', 'bang']"
@@ReAsterix daerah mana ?,reasterix daerah,"['reasterix', 'daerah']"
"@@REFFyou Tasikmalaya bang,mungkin beda Daerah Beda harga juga",reffyou tasikmalaya bangmungkin beda daerah beda harga,"['reffyou', 'tasikmalaya', 'bangmungkin', 'beda', 'daerah', 'beda', 'harga']"
"Sama,gw pertama kali pakai Infinix,secara performa dah ok buat main game mainstream,gw main CODM,gw dapet 4/64 di harga Rp2.080.000,beli di offline store.",samagw kali pakai infinixsecara performa dah ok main game mainstreamgw main codmgw dapet harga rpbeli offline store,"['samagw', 'kali', 'pakai', 'infinixsecara', 'performa', 'dah', 'ok', 'main', 'game', 'mainstreamgw', 'main', 'codmgw', 'dapet', 'harga', 'rpbeli', 'offline', 'store']"
@@REFFyou gw 4/64 2.099.000,reffyou gw,"['reffyou', 'gw']"
@@ReAsterix itu yang 4/64 atau 4/128?,reasterix,['reasterix']
@@otosakaoreki8901 6/128 bang,otosakaoreki bang,"['otosakaoreki', 'bang']"
1.920rb 4/64 online shope di shoope,rb online shope shoope,"['rb', 'online', 'shope', 'shoope']"
@@ReAsterix haha iya 😅,reasterix haha iya,"['reasterix', 'haha', 'iya']"
@@rafialamsyah2354 shopee aman ga bang?,rafialamsyah shopee aman ga bang,"['rafialamsyah', 'shopee', 'aman', 'ga', 'bang']"
apa tuh ada YouTube biru 🤣🤣🤣🤣🤣,tuh youtube biru,"['tuh', 'youtube', 'biru']"
Bang saya mau tanya kalo hp realme 6 pro kira kira keluaran tahun berapa sih,bang kalo hp realme pro keluar sih,"['bang', 'kalo', 'hp', 'realme', 'pro', 'keluar', 'sih']"
"Mas,itu apk game atau apk yang lain di hp infinix 11s bisa di hapus apa tidak ?",masitu apk game apk hp infinix s hapus,"['masitu', 'apk', 'game', 'apk', 'hp', 'infinix', 's', 'hapus']"
"halo, gua pengguna Infinix HT 11s jd gua bantu jawab ya! ada apk bawaannya yaitu Tiktok, ML, fb, & ig (seinget gua) untuk apk bisa dihapus hehe jd tenang aja",halo gua guna infinix ht s jd gua bantu ya apk bawa tiktok ml fb ig seinget gua apk hapus hehe jd tenang aja,"['halo', 'gua', 'guna', 'infinix', 'ht', 's', 'jd', 'gua', 'bantu', 'ya', 'apk', 'bawa', 'tiktok', 'ml', 'fb', 'ig', 'seinget', 'gua', 'apk', 'hapus', 'hehe', 'jd', 'tenang', 'aja']"
ALHAMDULILLAH  🙏 🙏 🙏 💯  ngopi mana ngopi  Man Tap 👍🏿 👍🏿 👍🏿 💯,alhamdulillah ngopi ngopi man tap,"['alhamdulillah', 'ngopi', 'ngopi', 'man', 'tap']"
Cuma infinik kalau tekan lama pada mode lampu ad lampu 360° coba aja,infinik tekan mode lampu ad lampu coba aja,"['infinik', 'tekan', 'mode', 'lampu', 'ad', 'lampu', 'coba', 'aja']"
Gw baru sadar kalo ada LED flash di bagian depan.,gw sadar kalo led flash,"['gw', 'sadar', 'kalo', 'led', 'flash']"
Bang baju nya beli di mana?,bang baju nya beli,"['bang', 'baju', 'nya', 'beli']"
Infinix hot 11s kuat main genshin impact ga?,infinix hot s kuat main genshin impact ga,"['infinix', 'hot', 's', 'kuat', 'main', 'genshin', 'impact', 'ga']"
Kuat bang,kuat bang,"['kuat', 'bang']"
P,p,['p']
Knp gaada hadsat nya ya,knp gaada hadsat nya ya,"['knp', 'gaada', 'hadsat', 'nya', 'ya']"
Hah? Ada game yg relevan selama 5 tahun hebat. Minecraft masih banyak yg main sampai sekarang mulai tahun 2009!,hah game yg relevan hebat minecraft yg main,"['hah', 'game', 'yg', 'relevan', 'hebat', 'minecraft', 'yg', 'main']"
infinix Note 11 nfc dong kak,infinix note nfc kak,"['infinix', 'note', 'nfc', 'kak']"
Mantap gak buat main free fire?,mantap gak main free fire,"['mantap', 'gak', 'main', 'free', 'fire']"
Burik,burik,['burik']
Burik,burik,['burik']
Masih enak buat main di grafik standart,enak main grafik standart,"['enak', 'main', 'grafik', 'standart']"
"apa ada yg kyk aku ,baru nonton dibulan mei",yg kyk nonton bulan mei,"['yg', 'kyk', 'nonton', 'bulan', 'mei']"
baru nya 11s sekarang brapa om,nya s brapa om,"['nya', 's', 'brapa', 'om']"
TINGGAL NUNGGU MENDARAT BARANGNYA,tinggal nunggu darat barang,"['tinggal', 'nunggu', 'darat', 'barang']"
Bang dibanding hot 10s bagusan mna ama hot 11s??,bang banding hot s bagus mna ama hot s,"['bang', 'banding', 'hot', 's', 'bagus', 'mna', 'ama', 'hot', 's']"
Bang kalo yang seri note nya gyroscope nya udah hardware,bang kalo seri note nya gyroscope nya udah hardware,"['bang', 'kalo', 'seri', 'note', 'nya', 'gyroscope', 'nya', 'udah', 'hardware']"
note 11 nfc,note nfc,"['note', 'nfc']"
"Gw beli kmaren di pgc yg ram 6/128 2,150 di pgc",gw beli kmaren pgc yg ram pgc,"['gw', 'beli', 'kmaren', 'pgc', 'yg', 'ram', 'pgc']"
Yang paling menyakitkan itu kalok pakek infinix hot 11 nfc perekam suara atau mikrofon nya itu jelek banget kalok kita ngerekam suara jadi GK jelas .... Itu aja si...🙏,sakit kalok pakek infinix hot nfc rekam suara mikrofon nya jelek banget kalok ngerekam suara gk aja si,"['sakit', 'kalok', 'pakek', 'infinix', 'hot', 'nfc', 'rekam', 'suara', 'mikrofon', 'nya', 'jelek', 'banget', 'kalok', 'ngerekam', 'suara', 'gk', 'aja', 'si']"
anaku 3 tiganya pake infinix ga ada kendal ga ada masalah awet tahan banting,ana tiga pake infinix ga kendal ga awet tahan banting,"['ana', 'tiga', 'pake', 'infinix', 'ga', 'kendal', 'ga', 'awet', 'tahan', 'banting']"
"Nanya dong yang uda punya hot 11s, ditepi nya kayak ada bayang gitu ga sih?",nanya uda hot s tepi nya kayak bayang gitu ga sih,"['nanya', 'uda', 'hot', 's', 'tepi', 'nya', 'kayak', 'bayang', 'gitu', 'ga', 'sih']"
"poco x3 pro sama infinix hot 11s nfc bagus yg mana 
saran dong🙏",poco x pro infinix hot s nfc bagus yg saran,"['poco', 'x', 'pro', 'infinix', 'hot', 's', 'nfc', 'bagus', 'yg', 'saran']"
Jauh hrgny dekkuh ya bgus poco x3 pro,hrgny dekkuh ya bgus poco x pro,"['hrgny', 'dekkuh', 'ya', 'bgus', 'poco', 'x', 'pro']"
NAMBAH 10 JUTA LAGI DAPET IP 13 PROMAG,nambah juta dapet ip promag,"['nambah', 'juta', 'dapet', 'ip', 'promag']"
Ada ghenshin ga?,ghenshin ga,"['ghenshin', 'ga']"
2 juta pas,juta pas,"['juta', 'pas']"
"Utk kamera, buat yg suka selfi -cocok gak ?",utk kamera yg suka selfi cocok gak,"['utk', 'kamera', 'yg', 'suka', 'selfi', 'cocok', 'gak']"
Engga.,engga,['engga']
Alhamdulillah aku dah beli infinix hot 11s nfc ram 6/128 harga 2.300.000,alhamdulillah dah beli infinix hot s nfc ram harga,"['alhamdulillah', 'dah', 'beli', 'infinix', 'hot', 's', 'nfc', 'ram', 'harga']"
"kak pas tes gaming kok bisa full screen sih, punya saya gak bisa loh kak, gikana ya k cara nya, saya nyari di setting gak ada, mohon bantuan nya sih k",kak pas tes gaming full screen sih gak loh kak gikana ya k nya nyari setting gak mohon bantu nya sih k,"['kak', 'pas', 'tes', 'gaming', 'full', 'screen', 'sih', 'gak', 'loh', 'kak', 'gikana', 'ya', 'k', 'nya', 'nyari', 'setting', 'gak', 'mohon', 'bantu', 'nya', 'sih', 'k']"
Gimana bang kualitas speaker nya bagus gk bang?,gimana bang kualitas speaker nya bagus gk bang,"['gimana', 'bang', 'kualitas', 'speaker', 'nya', 'bagus', 'gk', 'bang']"
Hallo gaes david disini.mau tanya untuk skrg infinix note 11pro sama infinix hot 11nfc lebih work mana kalau buat game sama sosial media gitu,hallo gaes david disinimau skrg infinix note pro infinix hot nfc work game sosial media gitu,"['hallo', 'gaes', 'david', 'disinimau', 'skrg', 'infinix', 'note', 'pro', 'infinix', 'hot', 'nfc', 'work', 'game', 'sosial', 'media', 'gitu']"
Untuk 4-5thn kedepan bakal tahan gak ya soalnya gw pake vivo y69 dari 2017-sekarang awet cuma retak dilayar doang mau coba pake infinix cuma agak ragu tapi liat spek nya sih oke ya,thn depan tahan gak ya gw pake vivo y awet retak layar doang coba pake infinix ragu liat spek nya sih oke ya,"['thn', 'depan', 'tahan', 'gak', 'ya', 'gw', 'pake', 'vivo', 'y', 'awet', 'retak', 'layar', 'doang', 'coba', 'pake', 'infinix', 'ragu', 'liat', 'spek', 'nya', 'sih', 'oke', 'ya']"
tergantung pemakaian,gantung pakai,"['gantung', 'pakai']"
"Cari yg 5G bang kalo jangka panjang, gw pake hp lama juga nih redmi note 4x dari 2017an akhir sampe skrg",cari yg g bang kalo jangka gw pake hp nih redmi note x an sampe skrg,"['cari', 'yg', 'g', 'bang', 'kalo', 'jangka', 'gw', 'pake', 'hp', 'nih', 'redmi', 'note', 'x', 'an', 'sampe', 'skrg']"
"Hp vivo sama Infinix tahan banting,gw pakai 3 tahun dan sering jatuh aja ga kenapa kenapa,cuma lcd nya aja yg hampir copot🗿,tapi gw baru ganti ke Infinix hot 11s nfc.",hp vivo infinix tahan bantinggw pakai jatuh aja ga kenapacuma lcd nya aja yg copottapi gw ganti infinix hot s nfc,"['hp', 'vivo', 'infinix', 'tahan', 'bantinggw', 'pakai', 'jatuh', 'aja', 'ga', 'kenapacuma', 'lcd', 'nya', 'aja', 'yg', 'copottapi', 'gw', 'ganti', 'infinix', 'hot', 's', 'nfc']"
Minus kamera depannya,minus kamera depan,"['minus', 'kamera', 'depan']"
infinix 11s vs renot 10 bagusan mana,infinix s vs renot bagus,"['infinix', 's', 'vs', 'renot', 'bagus']"
Mau nanya nih ini anak saya abis gini ultah rencana mau kado hp tapi bingunf antara pilih infinix hot 11 nfc apa infinix hot 11 pro yg tau jawab dong,nanya nih anak abis gin ultah rencana kado hp bingunf pilih infinix hot nfc infinix hot pro yg tau,"['nanya', 'nih', 'anak', 'abis', 'gin', 'ultah', 'rencana', 'kado', 'hp', 'bingunf', 'pilih', 'infinix', 'hot', 'nfc', 'infinix', 'hot', 'pro', 'yg', 'tau']"
yg nfc aja,yg nfc aja,"['yg', 'nfc', 'aja']"
hot11s nfc dong jelas,hots nfc,"['hots', 'nfc']"
"Pliss infinix recomended bgt buat beliin untuk orangtua, atau adik kalian. Tahun kmaren gua beliin nyokap infinix 10 dan buat ade gua infinix hot 10s. Cakeppp! Kamera ok, memori juga lumayan. Hargapun affordable🤙",pliss infinix recomended bgt beliin orangtua adik kmaren gua beliin nyokap infinix ade gua infinix hot s cakeppp kamera ok memori lumayan harga affordable,"['pliss', 'infinix', 'recomended', 'bgt', 'beliin', 'orangtua', 'adik', 'kmaren', 'gua', 'beliin', 'nyokap', 'infinix', 'ade', 'gua', 'infinix', 'hot', 's', 'cakeppp', 'kamera', 'ok', 'memori', 'lumayan', 'harga', 'affordable']"
Aku pengguna setia infinix. Karna sinyalnya mendukung kerjaan bang. Sinyalnya belum ada yg kalahin infinix.,guna setia infinix karna sinyal dukung kerja bang sinyal yg kalahin infinix,"['guna', 'setia', 'infinix', 'karna', 'sinyal', 'dukung', 'kerja', 'bang', 'sinyal', 'yg', 'kalahin', 'infinix']"
"Ambil infinix hot 11s nfc atau nabung lagi buat infinix note 11s ya? Atau ada opsi lain untuk range harga yg sama kayak note 11s?
Budget skrg masih di hot 11s nfc sih 🙏",ambil infinix hot s nfc nabung infinix note s ya opsi range harga yg kayak note s budget skrg hot s nfc sih,"['ambil', 'infinix', 'hot', 's', 'nfc', 'nabung', 'infinix', 'note', 's', 'ya', 'opsi', 'range', 'harga', 'yg', 'kayak', 'note', 's', 'budget', 'skrg', 'hot', 's', 'nfc', 'sih']"
mending note 11s sih,mending note s sih,"['mending', 'note', 's', 'sih']"
"@@muhamdryzal terimakasih masukannya,
Masih berharap tanggapan yg lain. Semoga ada yg komen kasih masukan lagi",muhamdryzal terimakasih masuk harap tanggap yg moga yg komen kasih masuk,"['muhamdryzal', 'terimakasih', 'masuk', 'harap', 'tanggap', 'yg', 'moga', 'yg', 'komen', 'kasih', 'masuk']"
Mending note 11s aja sih karena lebih premium dan mantap,mending note s aja sih premium mantap,"['mending', 'note', 's', 'aja', 'sih', 'premium', 'mantap']"
Note 11s,note s,"['note', 's']"
Infinix si udh bagus menurut saya cuman box nya yang biasa² aja kek jadul gitu kalo bisa bikin box yang menarik gitu biar berani tampil mencolok,infinix si udh bagus cuman box nya biasa aja kek jadul gitu kalo bikin box tarik gitu biar berani tampil colok,"['infinix', 'si', 'udh', 'bagus', 'cuman', 'box', 'nya', 'biasa', 'aja', 'kek', 'jadul', 'gitu', 'kalo', 'bikin', 'box', 'tarik', 'gitu', 'biar', 'berani', 'tampil', 'colok']"
Dan juga isi boxnya terlalu irit sampai seolah olah terlalu mentingin hp sampe ga ngurusin isi box?? Kaya kalo di guncangin serasa guncangin korek kayu yng udh dikit gitu,isi boxnya irit olah mentingin hp sampe ga ngurusin isi box kaya kalo guncangin serasa guncangin korek kayu yng udh dikit gitu,"['isi', 'boxnya', 'irit', 'olah', 'mentingin', 'hp', 'sampe', 'ga', 'ngurusin', 'isi', 'box', 'kaya', 'kalo', 'guncangin', 'serasa', 'guncangin', 'korek', 'kayu', 'yng', 'udh', 'dikit', 'gitu']"
"Gw mah bodi amat,malah ribet kalo dikasih pembatas",gw mah bodi amatmalah ribet kalo kasih batas,"['gw', 'mah', 'bodi', 'amatmalah', 'ribet', 'kalo', 'kasih', 'batas']"
"Alhamdulillah baru aja beli, sumpah keren bgt ni hp. Minus cuma speakernya doang yg agak kecil",alhamdulillah aja beli sumpah keren bgt ni hp minus speakernya doang yg,"['alhamdulillah', 'aja', 'beli', 'sumpah', 'keren', 'bgt', 'ni', 'hp', 'minus', 'speakernya', 'doang', 'yg']"
Ada filter buat vc di wa gak bang?,filter vc wa gak bang,"['filter', 'vc', 'wa', 'gak', 'bang']"
"@@roradwih8447 beauty filter waktu vc wa udah ada, kerennya lagi waktu panggilan telefon di wa bisa ngerubah² suara jadi suara laki²,perempuan, anak²😁",roradwih beauty filter vc wa udah keren panggil telefon wa ngerubah suara suara laki perempuan anak,"['roradwih', 'beauty', 'filter', 'vc', 'wa', 'udah', 'keren', 'panggil', 'telefon', 'wa', 'ngerubah', 'suara', 'suara', 'laki', 'perempuan', 'anak']"
Bang buat ngerakam game play ml itu bisa gak bang,bang ngerakam game play ml gak bang,"['bang', 'ngerakam', 'game', 'play', 'ml', 'gak', 'bang']"
bang rekomendasi hp gaming lah,bang rekomendasi hp gaming,"['bang', 'rekomendasi', 'hp', 'gaming']"
Poco M3 ama infinix hot11s keren mana bang speck buat gaming dan sehari hari,poco m ama infinix hots keren bang speck gaming hari,"['poco', 'm', 'ama', 'infinix', 'hots', 'keren', 'bang', 'speck', 'gaming', 'hari']"
